"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0408"," Research and Development Economic Affairs",912,163,729,0,0,"M",0,"M",0,0,0,254,0,"M",0,"M",1099,0,"M",0,"M",0,363,563,"L","L",912,0,0,363,0,3520,"GF04",2006
"GF0409"," Economic Affairs not elsewhere classified",20,172,0,0,0,"M",0,"M",0,0,0,52,0,"M",5,"M",68,0,"M",14,"M",0,202,385,"L","L",20,0,0,202,0,514,"GF04",2006
"GF0501"," Waste Management",941,14,0,0,0,"M",0,"M",0,0,0,101,0,"M",98,"M",481,0,"M",120,"M",0,1344,675,"L","L",940,0,1,1344,0,2881,"GF05",2006
"GF0502"," Water Waste Management",27,0,0,0,0,"M",0,"M",0,0,0,6,0,"M",0,"M",0,0,"M",0,"M",0,7,7,"L","L",27,0,0,7,0,40,"GF05",2006
"GF0503"," Pollution Abatement",0,10,0,0,0,"M",0,"M",0,0,0,3,0,"M",0,"M",41,0,"M",23,"M",0,144,154,"L","L",0,0,0,144,0,198,"GF05",2006
"GF0504"," Protection of biodiversity and landscape",14,152,28,0,0,"M",0,"M",0,0,0,78,0,"M",50,"M",17,0,"M",1,"M",0,194,325,"L","L",12,0,2,194,0,483,"GF05",2006
"GF0505"," Research and Development Environmental Protection",253,117,0,0,0,"M",0,"M",0,0,0,39,0,"M",0,"M",81,0,"M",0,"M",0,46,133,"L","L",253,0,0,46,0,536,"GF05",2006
"GF0506"," Environmental Protection not elsewhere classified",110,488,0,0,0,"M",0,"M",0,0,0,71,0,"M",0,"M",659,0,"M",104,"M",0,237,929,"L","L",122,0,-12,237,0,1565,"GF05",2006
"GF0601"," Housing Development",-35,65,313,0,0,"M",0,"M",0,0,0,766,0,"M",636,"M",4673,0,"M",2264,"M",0,79,199,"L","L",7,0,-42,79,0,5861,"GF06",2006
"GF0602"," Community Development",-29,54,3,0,0,"M",0,"M",0,0,0,602,0,"M",449,"M",329,0,"M",277,"M",0,110,150,"L","L",2,0,-31,110,0,1069,"GF06",2006
"GF0603"," Water supply",200,64,0,0,0,"M",0,"M",0,0,0,2,0,"M",0,"M",1,0,"M",0,"M",0,194,346,"L","L",200,0,0,194,0,461,"GF06",2006
"GF0604"," Street Lighting",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,11,23,"L","L",0,0,0,11,0,11,"GF06",2006
"GF0605"," Research and Development Housing & Community amenities",3,0,0,0,0,"M",0,"M",0,0,0,29,0,"M",29,"M",5,0,"M",0,"M",0,3,4,"L","L",3,0,0,3,0,40,"GF06",2006
"GF0606"," Housing & Community amenities not elsewhere classified",1,44,0,0,0,"M",0,"M",0,0,0,23,0,"M",13,"M",157,0,"M",122,"M",0,57,94,"L","L",1,0,0,57,0,282,"GF06",2006
"GF0701"," Medical Products appliances and equipment",0,0,0,0,0,"M",0,"M",0,8237,8237,0,0,"M",0,"M",0,0,"M",0,"M",0,1526,9712,"L","L",0,0,0,1526,0,9763,"GF07",2006
"GF0702"," Outpatient Services",162,111,0,0,0,"M",0,"M",0,9951,9951,10,0,"M",0,"M",26,0,"M",0,"M",0,6108,16199,"L","L",162,0,0,6108,0,16368,"GF07",2006
"GF0703"," Hospital Services",3486,47866,0,0,0,"M",0,"M",0,3431,3431,1405,0,"M",1229,"M",166,0,"M",92,"M",0,11184,65136,"L","L",3473,0,13,11184,0,67538,"GF07",2006
"GF0704"," Public Health Services",0,9,18,0,0,"M",0,"M",0,112,112,27,0,"M",4,"M",0,0,"M",0,"M",0,119,236,"L","L",0,0,0,119,0,285,"GF07",2006
"GF0705"," Research and Development Health",926,170,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",252,0,"M",0,"M",0,438,661,"L","L",926,0,0,438,0,1786,"GF07",2006
"GF0706"," Health not elsewhere classified",0,8,26,0,0,"M",0,"M",0,0,0,892,0,"M",0,"M",134,0,"M",34,"M",0,3,11,"L","L",0,0,0,3,0,1063,"GF07",2006
"GF0801"," Recreational & Sporting Services",56,31,0,0,0,"M",0,"M",0,0,0,283,0,"M",1,"M",289,0,"M",148,"M",0,3,30,"L","L",53,0,3,3,0,662,"GF08",2006
"GF0802"," Cultural Services",145,510,1,0,0,"M",0,"M",0,0,0,810,0,"M",78,"M",354,0,"M",98,"M",0,724,936,"L","L",145,0,0,724,0,2544,"GF08",2006
"GF0803"," Broadcasting & Publishing Services",70,880,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,2730,3780,"L","L",70,0,0,2730,0,3680,"GF08",2006
"GF0804"," Religious & Other Community Services",0,1,0,0,0,"M",0,"M",0,0,0,11,0,"M",0,"M",3,0,"M",0,"M",0,0,1,"L","L",0,0,0,0,0,15,"GF08",2006
"GF0805"," Research and Development Recreation,  Culture & Religion",9,3,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",94,0,"M",0,"M",0,4,48,"L","L",9,0,0,4,0,110,"GF08",2006
"GF0806"," Recreation, Culture & Religion not elsewhere classified",7,31,0,0,0,"M",0,"M",0,0,0,41,0,"M",0,"M",3,0,"M",0,"M",0,38,126,"L","L",7,0,0,38,0,120,"GF08",2006
"GF0901"," Pre-primary  & Primary Education",2,417,0,0,0,"M",0,"M",0,0,0,2412,0,"M",2190,"M",692,0,"M",676,"M",0,132,549,"L","L",2,0,0,132,0,3655,"GF09",2006
"GF0902"," Secondary Education",377,766,0,0,0,"M",0,"M",330,0,330,2444,0,"M",1988,"M",473,0,"M",458,"M",0,99,903,"L","L",374,0,3,99,0,4489,"GF09",2006
"GF0903"," Post-Secondary Non-Tertiary Education",3,156,0,0,0,"M",0,"M",0,0,0,7742,0,"M",351,"M",352,0,"M",0,"M",0,73,272,"L","L",3,0,0,73,0,8326,"GF09",2006
"GF0904"," Tertiary Education",1,69,0,0,0,"M",0,"M",0,0,0,7658,0,"M",69,"M",1359,0,"M",0,"M",0,319,382,"L","L",1,0,0,319,0,9406,"GF09",2006
"GF0905"," Education not Definable by Level",11,91,210,0,0,"M",0,"M",0,0,0,1782,0,"M",31,"M",59,0,"M",1,"M",0,1259,1180,"L","L",11,0,0,1259,0,3412,"GF09",2006
"GF0906"," Subsidiary Services to Education",1,77,0,0,0,"M",0,"M",0,0,0,393,0,"M",74,"M",11,0,"M",4,"M",0,149,226,"L","L",1,0,0,149,0,631,"GF09",2006
"GF0907"," Research and Development Education",48,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,30,45,"L","L",48,0,0,30,0,78,"GF09",2006
"GF0908"," Education not elsewhere classified",102,400,0,0,0,"M",0,"M",0,0,0,33318,0,"M",32135,"M",2671,0,"M",2533,"M",0,424,868,"L","L",102,0,0,424,0,36915,"GF09",2006
"GF1001"," Sickness & Disability",15,855,0,0,0,"M",0,"M",25411,0,25411,850,0,"M",781,"M",0,0,"M",0,"M",0,661,1315,"L","L",15,0,0,661,0,27792,"GF10",2006
"GF1002"," Old Age",52,673,246,0,0,"M",0,"M",81431,0,81431,179,0,"M",172,"M",0,0,"M",0,"M",0,325,998,"L","L",52,0,0,325,0,82906,"GF10",2006
"GF1003"," Survivors",0,0,0,0,0,"M",0,"M",1702,0,1702,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,1702,"GF10",2006
"GF1004"," Family & Children",1,337,0,0,0,"M",0,"M",29988,0,29988,379,0,"M",288,"M",253,0,"M",46,"M",0,348,656,"L","L",1,0,0,348,0,31306,"GF10",2006
"GF1005"," Unemployment",0,1122,0,0,0,"M",0,"M",2797,0,2797,0,0,"M",0,"M",0,0,"M",0,"M",0,733,1343,"L","L",0,0,0,733,0,4652,"GF10",2006
"GF1006"," Housing",1,22,0,0,0,"M",0,"M",402,0,402,22243,0,"M",22225,"M",36,0,"M",17,"M",0,13,39,"L","L",1,0,0,13,0,22717,"GF10",2006
"GF1007"," Social Exclusion not elsewhere classified",1,1,25,0,0,"M",0,"M",10486,0,10486,648,0,"M",582,"M",42,0,"M",38,"M",0,151,149,"L","L",1,0,0,151,0,11354,"GF10",2006
"GF1008"," Research and Development Social Protection",2,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,1,7,"L","L",2,0,0,1,0,3,"GF10",2006
"GF1009"," Social Protection not elsewhere classified",18,388,0,0,0,"M",0,"M",111,0,111,799,0,"M",152,"M",97,0,"M",0,"M",0,1772,1919,"L","L",18,0,0,1772,0,3185,"GF10",2006
